00510003	建国大业
00510013	地道战
00510007	集结号
00510006	上甘岭
00510025	赵一曼
00510060	八月一日
00510041	黄河绝恋
00510033	建党伟业
00510038	惊天动地
00510000	南京南京
00510028	南征北战
00510001	十月围城
00510015	太行山上
00510039	我的长征
00510017	英雄儿女
00510043	渡江侦察记
00510014	洪湖赤卫队
00510042	平原游击队
00510009	唐山大地震
00510016	铁道游击队
